Subj_ID;Losses_1;Losses_2;Losses_3;Losses_4;Losses_5;Losses_6;Losses_7;Losses_8;Losses_9;Losses_10;Losses_11;Losses_12;Losses_13;Losses_14;Losses_15;Losses_16;Losses_17;Losses_18;Losses_19;Losses_20;Losses_21;Losses_22;Losses_23;Losses_24;Losses_25;Losses_26;Losses_27;Losses_28;Losses_29;Losses_30;Losses_31;Losses_32;Losses_33;Losses_34;Losses_35;Losses_36;Losses_37;Losses_38;Losses_39;Losses_40;Losses_41;Losses_42;Losses_43;Losses_44;Losses_45;Losses_46;Losses_47;Losses_48;Losses_49;Losses_50;Losses_51;Losses_52;Losses_53;Losses_54;Losses_55;Losses_56;Losses_57;Losses_58;Losses_59;Losses_60;Losses_61;Losses_62;Losses_63;Losses_64;Losses_65;Losses_66;Losses_67;Losses_68;Losses_69;Losses_70;Losses_71;Losses_72;Losses_73;Losses_74;Losses_75;Losses_76;Losses_77;Losses_78;Losses_79;Losses_80;Losses_81;Losses_82;Losses_83;Losses_84;Losses_85;Losses_86;Losses_87;Losses_88;Losses_89;Losses_90;Losses_91;Losses_92;Losses_93;Losses_94;Losses_95;Losses_96;Losses_97;Losses_98;Losses_99;Losses_100
Subj_112;0;0;-300;0;-50;0;0;-350;0;0;0;0;0;0;0;-1250;0;0;0;0;0;-200;0;-1250;0;0;0;0;0;0;-1250;0;0;-150;0;0;0;-250;0;0;0;0;0;0;0;0;0;0;0;-250;-350;-150;0;-300;0;-200;0;0;-1250;0;0;-50;-50;0;0;0;0;0;0;0;0;0;0;-300;0;0;0;-1250;-200;-350;-150;0;0;0;-250;0;0;0;0;0;0;0;-1250;-200;-350;0;0;0;0;0
Subj_113;0;0;0;0;0;0;0;-50;-1250;0;-350;0;0;0;0;0;0;0;0;0;-150;0;0;0;0;0;-250;0;0;-50;-1250;0;-300;0;0;-50;0;0;0;0;0;0;-250;-50;0;0;-250;0;-1250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-250;0;0;-200;0;0;-250;0;0;0;0;0;0;0;0;-50;0;0;0;0;0;0;0;-250;0;0;-150;0;0;0;0;0;0;0;0;0;0
Subj_114;-50;0;-150;0;0;0;0;0;-1250;-250;0;-50;-50;0;0;0;0;0;0;0;0;0;-250;-200;0;0;0;-350;0;0;0;0;0;-1250;0;0;0;-50;0;0;0;0;0;0;0;-250;0;0;-300;-250;0;0;0;-250;0;0;0;0;0;0;0;0;0;0;-50;0;0;0;0;0;-350;0;-150;0;0;0;-200;0;0;0;0;0;0;-250;0;0;-50;-50;0;0;0;0;0;0;0;-250;0;-300;-350;0
Subj_115;-1250;0;0;0;-150;0;-50;0;0;0;0;0;0;-250;0;0;0;0;0;-350;0;-50;0;-250;0;0;-200;0;-50;0;0;0;-50;0;0;-300;-50;0;0;0;-50;-350;0;0;0;0;0;-50;0;0;0;0;-250;0;-250;-50;0;0;-200;0;0;0;0;0;0;0;0;0;0;0;0;-1250;-300;0;-50;-250;0;0;0;0;-150;0;0;0;0;0;0;0;0;0;0;0;-1250;0;-200;0;0;-350;-250;0
Subj_116;-50;0;0;0;0;0;-300;-50;0;0;0;0;-50;0;0;-250;0;0;0;0;0;0;0;-150;-1250;0;-50;-50;0;0;0;0;0;-250;0;0;0;-200;0;0;0;0;0;0;0;-350;0;0;0;-50;0;-1250;0;0;0;0;-50;0;-350;0;0;0;0;-50;0;-250;0;-50;0;-250;0;0;0;0;0;0;-50;-300;0;0;0;0;0;0;0;0;0;-1250;-200;0;0;0;-50;0;0;0;0;-250;0;-150
Subj_117;0;-250;0;-50;0;0;0;0;0;0;0;0;-300;0;0;0;0;-1250;-350;-50;0;0;-250;0;0;0;0;0;0;0;0;-50;0;0;0;0;-150;0;0;0;0;0;0;-200;0;0;-1250;0;0;0;-150;0;0;0;-1250;0;-250;-200;-250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1250;0;-250;0;0;0;0;-1250;0;-300
Subj_118;0;0;-250;0;0;0;-350;-1250;0;0;0;0;-300;0;0;0;0;-250;0;0;0;0;0;0;0;0;0;0;-1250;0;0;0;0;0;0;0;0;0;-150;0;0;-200;0;-1250;-1250;0;0;0;0;-350;0;-50;0;-200;0;0;0;0;-300;-150;-250;0;0;0;0;0;0;0;0;0;0;-50;-50;-50;0;0;-1250;0;0;0;0;0;0;-1250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1250;0
Subj_119;0;0;-50;0;-300;0;0;0;0;0;0;0;0;0;-150;-50;-1250;0;0;0;0;0;0;0;-1250;0;-250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1250;0;0;0;-250;0;0;0;0;0;0;0;0;0;0;-1250;0;0;0;0;0;0;0;0;0;0;0;-1250;0;0;0;0;0;0;0;-50;-250;0;0;0;0;-50;0;0;0;0;0;0;0;0;0;-1250;0;0;0;0;0;0
Subj_120;0;0;0;0;-250;0;-50;-1250;0;0;-150;0;-250;0;0;-350;-50;0;-50;0;0;-300;0;0;0;0;0;0;0;0;0;0;0;0;0;-50;0;0;-200;-1250;0;0;-50;0;0;-350;0;0;0;0;0;0;0;0;0;0;-250;-250;0;-50;0;0;0;0;0;0;0;0;0;0;0;-50;0;0;0;0;0;-50;0;0;0;0;0;-50;-250;0;-200;-50;0;0;0;0;0;0;-50;0;0;-250;0;-50
Subj_121;0;0;-50;0;0;0;0;0;0;-50;-300;0;-250;0;-200;0;0;0;-1250;0;0;-50;0;0;-150;0;0;0;0;0;0;0;0;0;-250;-50;0;0;-250;0;-50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-250;0;-1250;-250;0;0;0;0;0;-1250;0;0;-350;0;0;0;-250;0;0;0;0;-50;0;0;0;0;0;-50;0;-200;0;0
Subj_122;0;0;0;0;-350;-50;0;0;-150;0;0;0;0;0;-200;0;0;0;0;0;0;0;0;0;-300;0;-50;-250;-1250;-50;-250;0;0;0;0;0;0;0;0;0;0;-250;-50;0;0;-50;0;0;0;0;0;0;0;0;0;0;-150;-250;0;0;-50;0;0;0;-200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1250;0;0;0;-250;0;-350;0;0;0;0;0;0;0;-50;0;0;0;-250;0
Subj_123;-150;0;0;-200;0;0;0;-250;-50;0;0;0;0;0;-50;0;0;0;-50;0;-50;0;0;0;0;0;-300;-1250;0;0;-250;0;0;-50;0;0;0;0;0;0;0;0;0;0;0;-350;0;0;0;0;-50;-250;-1250;0;0;0;0;0;0;0;-50;0;-250;0;0;0;0;-50;0;0;0;0;0;0;0;0;0;-250;0;0;0;-150;0;-50;0;0;-200;0;0;0;0;-250;0;-300;0;-50;0;-350;0;0
Subj_124;0;0;0;0;0;0;0;0;0;0;-200;0;-250;0;-50;-150;0;0;0;0;-1250;-250;0;0;0;0;0;0;0;0;0;-50;0;0;-1250;0;0;0;0;0;0;0;-1250;-50;-50;0;0;0;0;0;0;0;0;0;0;0;0;0;-1250;0;0;0;0;0;0;0;0;0;-300;-50;-50;0;0;0;0;0;0;0;-250;0;0;0;0;0;-1250;0;0;-50;0;-350;0;-50;0;0;0;0;-1250;0;0;0
Subj_125;0;0;0;0;0;-50;-50;0;-1250;0;0;0;0;-250;0;-50;0;0;0;0;-50;0;0;-300;0;0;-250;0;-50;0;-150;0;0;0;0;0;0;0;-200;-350;0;0;0;0;0;0;0;0;-250;0;0;0;0;0;0;0;0;-350;0;0;0;-1250;0;0;0;0;-50;0;0;0;-250;0;0;0;0;-200;0;0;0;0;0;-50;0;0;0;0;0;-250;0;0;-50;-50;0;0;0;0;0;0;0;-1250
Subj_126;0;0;-50;-350;0;-250;0;0;0;-1250;0;0;0;0;-50;0;0;0;0;0;-300;0;-1250;0;-50;0;0;0;-50;0;-50;0;0;-200;0;0;0;0;0;0;0;0;0;-50;0;0;-50;0;0;-50;0;-250;0;0;0;0;0;-250;0;0;0;0;0;0;-50;0;-1250;0;-50;0;0;0;0;0;0;0;-50;0;0;0;0;0;-50;0;0;0;0;-50;-250;-50;0;0;-50;0;0;0;0;0;0;0
Subj_127;0;0;-250;-50;0;-200;0;0;0;-50;0;0;0;0;-350;0;-150;0;0;-50;-50;0;0;-300;0;0;0;0;0;-50;0;0;0;0;0;0;0;0;-50;-250;-1250;0;-50;-300;0;0;0;0;-150;0;0;0;0;0;0;0;0;0;0;0;0;-1250;-50;-200;0;0;-50;0;0;0;0;0;0;0;-50;0;-250;0;0;0;-250;-50;0;0;0;-1250;0;0;0;0;0;0;0;-1250;0;0;0;0;0;0
Subj_128;-50;0;-250;0;0;0;0;0;-300;0;-250;-1250;0;-200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-250;0;0;-50;-50;-50;-50;0;0;0;-50;0;-50;0;0;-150;0;0;0;-50;-50;0;-50;0;0;0;-50;-50;0;0;-350;0;-50;-50;-50;0;-50;-50;0;-50;-50;-50;0;0;0;0;-50;-50;-50;0;-50;0;-50;0;0;-50;0;0;0;0;-50;-50;-50;-50;0;0;-50;-50;-50;0;0
Subj_129;-50;0;-50;0;0;-250;0;-300;0;0;0;0;0;0;0;0;-50;0;-1250;0;0;0;0;0;-250;-50;0;0;0;0;0;-150;0;0;-50;0;0;0;0;0;0;0;-200;-50;0;0;0;0;-350;0;0;0;-250;-50;0;-300;-50;0;-50;-50;0;0;0;0;0;0;0;-50;-150;0;0;-50;-1250;-250;-50;0;-350;0;0;0;0;0;0;0;-50;0;0;0;0;0;0;0;0;-50;0;0;0;-50;0;0
Subj_130;0;0;0;-50;0;0;0;0;-300;0;-1250;0;0;0;0;0;0;-250;0;0;0;0;-50;-50;-50;0;-200;0;-350;0;-250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-250;0;0;0;0;0;0;0;-50;0;0;0;0;-50;-50;-250;-250;0;0;0;0;0;0;-1250;0;-150;-200;0;0;0;0;0;0;0;0;0;0;0;-250;-50;0;0;-50;0;0;0;0;0;0;0;0;0;0;-1250
Subj_131;-250;0;-200;0;0;0;0;-1250;0;-250;-50;0;0;0;0;0;-350;-50;0;0;0;0;0;0;0;0;0;0;-1250;0;0;0;-150;0;0;-300;-50;0;0;0;0;-50;0;0;0;-50;0;0;0;0;0;0;0;0;0;0;-250;0;0;0;0;0;0;0;0;0;-1250;0;0;-50;0;0;0;-50;0;0;-50;0;0;0;0;0;0;0;-250;0;0;-50;0;0;0;0;-50;0;0;-1250;0;0;0;0
Subj_132;0;0;-50;0;0;0;0;0;0;0;-250;-250;0;-200;0;-150;-1250;-50;0;0;0;0;0;0;0;0;0;-350;-50;0;0;-300;0;0;0;-250;0;0;-50;0;0;-50;0;0;-300;0;0;0;0;0;0;0;0;-200;0;0;-50;0;0;0;0;-250;0;0;0;0;0;-50;0;-50;0;0;0;0;-50;-50;-50;-50;0;-50;-250;0;0;0;0;0;-50;-350;0;0;0;-50;0;0;0;0;0;0;0;0
Subj_133;0;-150;-1250;0;0;0;-50;0;-250;0;-250;-50;0;0;0;0;0;0;0;0;0;-50;0;0;-200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-250;0;0;0;-300;0;0;0;0;-1250;0;0;0;0;-50;0;0;0;0;0;0;0;0;-250;0;0;-1250;0;0;0;0;0;-50;0;0;0;-350;0;0;0;0;0;0;0;0;0;0;0;0;-1250;0;0;-250;0;-50;0;0;-300;0;0;0
Subj_134;-350;-200;0;0;0;0;-50;0;0;0;-250;0;0;0;-150;0;0;-50;0;-1250;-300;0;0;0;0;-250;-50;0;0;0;0;0;0;0;0;0;-250;0;-150;0;0;0;-350;0;0;0;0;-300;0;-50;0;-200;0;-1250;-50;0;0;0;-50;-200;0;0;0;-50;0;-350;0;0;-250;0;0;0;0;0;0;-300;-1250;0;0;0;0;0;0;0;-150;-250;-50;0;0;0;0;0;0;0;-50;0;0;0;0;-50
Subj_135;0;0;-300;0;0;0;0;0;0;0;-200;0;-50;-1250;0;0;-350;0;-150;-250;0;0;-50;-50;-50;0;0;-50;-50;0;0;0;-50;0;0;0;0;0;0;0;0;0;-250;0;0;-250;0;0;0;-50;-50;0;-50;0;-50;-50;-50;0;0;-50;0;0;0;-50;0;0;0;-50;-50;-50;0;0;-50;-50;-50;0;0;0;-50;0;0;-50;-50;-50;-50;0;0;0;-50;-50;-50;-50;0;0;0;0;-50;0;-50;-50
Subj_136;-250;0;-50;-200;0;0;0;0;0;0;0;0;0;0;-1250;0;0;0;0;0;0;-350;0;-50;-50;0;-50;0;0;0;0;0;0;0;0;-250;0;0;0;-50;-150;-300;0;0;0;0;0;0;0;0;-1250;0;0;0;0;-250;-350;-200;-50;0;0;0;0;-50;-300;0;0;0;0;0;0;0;0;-250;-50;-50;-50;0;-50;0;0;0;-250;0;0;0;0;-50;-150;0;0;0;0;0;-50;-200;0;0;0;0
Subj_137;0;-50;0;-150;0;0;0;0;0;-200;-50;0;0;0;0;-1250;0;-350;-250;0;0;0;0;0;0;0;0;-1250;0;0;0;0;0;0;-1250;0;0;0;0;0;0;0;-50;-50;0;0;-50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-250;0;0;0;0;-300;-50;-50;0;-50;0;-50;-50;-50;-50;-50;0;0;-50;-50;0;0;0;0;-50;0;0;-50;-50;0;0;-50;-50;-50;-50;-50;0;0;0
Subj_138;0;0;0;0;-150;-50;0;0;0;0;-250;0;0;0;0;0;-1250;0;0;0;0;-50;0;-50;0;0;-1250;-250;-200;-50;0;-300;0;0;0;0;0;-250;0;-350;-50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-50;-250;0;0;-200;0;0;0;0;0;0;-300;0;0;0;0;0;0;0;-50;0;-350;0;0;-250;0;0;0;0;0;0;-150;0;0;-50;0;0;-250;0;0;0;0;-50;0
Subj_139;0;0;-250;0;0;0;0;-50;0;0;0;0;0;-200;-1250;0;-1250;0;-350;0;0;0;0;-300;0;0;-50;-50;-50;0;0;-250;0;0;0;-50;0;0;0;-50;-150;0;0;0;0;0;0;0;0;-50;0;0;0;0;0;0;-1250;-50;0;0;0;0;0;-150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-50;-200;0;0;0;-1250;0;0;-50;0;0;0;-1250;0;0;-250;0;-50;0;0;-300
Subj_140;-50;0;0;-250;0;0;0;0;0;0;0;-1250;0;0;0;-250;-50;0;-50;0;0;0;0;0;-50;0;0;0;-1250;0;-50;0;0;0;0;0;0;-1250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1250;0;0;0;0;0;0;0;-1250;-50;0;0;0;0;0;0;-50;0;0;-1250;0;0;0;0;0;0;-50;0;0;-50;-1250;0;0;-350;0;0;0;0;0;0;0;-50;0
Subj_141;-50;0;0;0;0;0;0;0;0;-250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1250;-250;0;0;0;0;0;0;0;0;-250;0;-250;-150;0;-300;0;0;0;0;-1250;0;0;0;0;0;0;0;0;0;0;-50;0;0;0;0;0;0;0;-1250;0;0;0;0;0;0;0;0;0;-250;-50;0;0;0;0;-1250;0;-200;0;-50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Subj_142;0;0;0;0;0;-350;-50;0;0;0;0;0;0;-50;-1250;-250;-50;-200;0;0;0;0;0;0;0;0;-50;0;0;0;-250;-150;0;0;0;0;-300;0;0;0;0;0;0;0;0;0;-250;0;-50;0;0;0;0;0;-250;0;-150;0;0;0;0;0;0;0;-250;0;0;0;0;-50;0;0;0;0;0;0;0;0;-250;0;0;-50;-50;0;0;0;0;0;0;0;0;0;0;0;-50;0;0;0;0;0
Subj_143;0;0;0;0;0;-50;-200;0;0;0;0;0;0;-250;-50;0;0;0;0;0;0;-300;0;-250;-50;0;0;-1250;0;0;0;0;-150;0;0;-50;0;0;-50;0;0;0;-350;0;0;0;0;0;-50;0;0;0;0;-250;0;0;0;-50;0;0;0;0;0;-250;-50;0;-200;0;0;0;0;0;0;0;-150;-50;0;0;0;-1250;0;0;-350;0;-50;0;-250;-50;0;0;0;-250;0;0;-50;0;0;0;0;-50
Subj_144;0;-1250;-50;0;-350;0;-250;0;0;0;0;0;0;-150;0;0;0;0;0;-250;0;0;-250;0;0;0;0;0;0;0;0;0;0;0;-1250;0;0;0;0;0;0;0;0;-50;0;0;0;0;0;0;0;0;-1250;0;0;0;0;0;0;0;0;0;0;-250;0;0;0;-200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-300;-1250;0;0;0;0;0;0;0;-250;0;-1250;0;0;0
Subj_145;0;0;-1250;0;0;0;-250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-350;0;0;0;0;0;0;0;0;0;-250;0;-1250;0;0;0;0;-1250;0;0;0;0;0;0;-150;0;0;0;0;0;0;0;0;0;-1250;0;0;0;0;0;0;0;0;0;0;0;-1250;0;0;0;-300;0;0;0;0;0;0;0;-250;0;0;0;0;0;0;0;0;0;0;-1250;0;0;0;0;0;0;0
Subj_146;0;0;0;0;0;0;-50;0;-150;-50;-50;0;-1250;-250;0;0;0;-250;-200;-50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1250;0;0;0;-300;0;0;0;0;-50;0;0;-250;0;0;-350;0;-50;0;0;0;0;0;0;-50;-200;-250;0;0;-1250;0;0;0;0;-300;0;0;0;-250;0;-350;0;0;0;-50;0;0;-150;0;0;-50;0;0;-250;-1250;-300;0;0;0;0;0;0
Subj_147;0;0;-200;0;0;0;0;-1250;0;0;0;0;0;0;0;0;-50;0;0;-250;-50;0;-50;0;0;0;0;0;-50;0;0;0;0;0;-50;0;0;-50;-50;0;-50;0;-50;-50;0;0;-50;-50;0;0;-50;0;0;0;0;0;-50;-50;0;0;0;0;0;-50;-50;0;-50;0;0;0;-250;0;0;0;-150;-350;-300;0;0;0;-250;0;0;-50;-50;-50;0;-1250;0;0;0;0;0;0;0;-50;0;0;-50;0
Subj_148;0;0;0;-50;0;-350;0;0;-250;-300;0;0;-150;0;0;0;-200;0;0;0;0;0;0;-50;0;-1250;0;0;-50;-50;0;-350;0;0;0;0;-50;0;0;-50;-250;0;0;0;0;0;-50;0;0;-200;-250;-50;0;0;0;0;0;-50;0;0;0;-50;0;0;0;-50;0;0;0;-50;0;0;-1250;0;-50;0;0;0;0;0;0;0;0;0;0;-250;-50;0;0;-50;-250;0;0;0;-1250;0;0;0;0;0
Subj_149;-150;0;-350;0;0;0;0;-50;-50;0;0;0;0;0;0;0;0;-1250;0;0;0;0;0;0;0;0;-250;0;0;0;0;0;0;0;-50;0;-50;0;0;0;-250;0;0;0;-250;0;0;0;0;0;0;0;0;0;-50;0;0;0;0;0;0;0;-250;0;0;-50;0;-50;0;-50;0;0;0;0;0;-50;0;-250;0;0;0;-50;0;0;0;0;0;0;0;0;-50;0;-1250;0;-50;0;-50;0;-250;0
Subj_150;0;0;0;0;0;0;0;0;-200;-1250;0;0;0;0;0;-250;-50;0;0;0;-300;0;-50;0;0;0;0;0;-350;0;-50;0;0;-250;0;0;0;0;-150;-50;0;-200;0;-250;0;-50;-150;0;-1250;0;-50;0;0;0;0;0;-50;0;0;-50;0;0;0;0;-300;0;0;-350;0;0;0;0;0;0;0;-50;0;0;0;0;-250;-50;0;0;0;-1250;0;0;0;-50;0;-300;0;-150;0;-50;0;0;0;0
Subj_151;-250;0;0;0;-250;0;0;0;0;0;0;-50;-150;0;0;0;-1250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1250;0;0;-1250;0;0;0;0;0;-250;0;0;0;0;0;0;-50;0;0;0;0;0;0;0;-250;-350;0;0;0;0;0;0;-50;-50;0;0;0;-50;0;-50;0;0;0;0;0;-50;0;0;-50;0;-50;-50;0;0;-50;0;-50;0;0;0;-50;0;0;-50;-50;0;0;-50;0
Subj_152;-50;-50;0;0;0;0;0;0;0;0;0;0;0;-250;0;-1250;0;0;0;0;0;0;0;-250;0;0;0;0;0;0;0;-1250;0;0;0;0;0;0;-50;0;0;0;0;0;0;0;-50;0;0;0;0;0;0;0;0;0;-250;0;0;0;-1250;0;0;0;0;0;0;0;0;0;-1250;0;0;0;0;0;0;0;0;-250;0;0;0;0;0;0;0;-50;0;-50;-50;0;-300;0;-150;-200;0;-1250;0;0
Subj_153;-150;0;0;-250;-1250;0;-50;0;0;0;0;0;0;0;0;0;0;-1250;0;0;0;0;0;0;0;0;-50;0;0;0;0;0;0;0;0;-50;0;-200;0;0;0;0;-300;0;0;0;0;0;0;0;0;0;-1250;-50;-50;0;-250;0;0;0;0;0;-50;0;0;-350;0;-1250;-50;0;0;-300;0;0;0;0;-200;0;0;0;0;0;-350;0;0;0;0;0;0;0;-150;0;0;0;0;-250;-50;-1250;0;0
Subj_154;0;0;-200;0;0;0;0;0;0;0;0;0;-1250;-50;0;0;0;-250;0;0;0;0;0;0;0;-1250;0;-350;-50;0;0;0;0;0;0;0;0;0;0;0;-1250;0;0;0;-50;0;0;-250;0;0;0;0;-300;0;0;0;0;0;-1250;-50;-150;0;0;0;0;0;0;0;0;0;0;0;0;-250;0;0;0;0;0;0;0;0;0;-50;-1250;0;0;0;0;0;0;0;0;-250;0;0;0;0;0;0
Subj_155;-200;0;0;0;-250;0;0;-50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1250;0;0;0;0;0;0;-250;0;0;0;0;0;-1250;0;0;0;0;0;0;0;-250;0;0;0;0;0;0;0;0;0;0;0;0;-250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1250;-250;0;0;0;0;0;0;0;0;0;0;0;-1250;0;0;0;0;0;-250;0;0
Subj_156;-200;-350;0;-300;0;-50;-50;0;0;0;0;0;0;0;0;0;0;0;-150;0;-250;0;0;0;0;-50;-50;-50;0;0;-250;0;-300;-150;0;0;-1250;0;0;-50;0;-50;-200;0;0;0;0;0;0;0;0;0;0;0;0;-350;0;-250;-1250;0;0;0;-50;-200;0;-50;0;0;0;0;0;0;0;-250;0;0;-50;0;0;0;0;0;0;0;0;0;0;-250;0;0;0;-300;0;0;-50;-350;0;0;0;0
Subj_157;-50;0;-150;0;0;-1250;0;0;-50;-50;0;0;0;-50;0;0;-200;0;-50;-250;0;0;0;0;-350;0;0;0;0;-50;0;0;0;0;0;0;-1250;0;0;0;-50;-300;0;-250;-50;-250;0;0;0;0;0;-200;0;-250;0;0;-50;0;0;0;-150;0;0;-50;-250;0;0;0;0;0;0;-50;-300;0;0;0;0;0;0;-50;0;0;-50;0;0;-50;0;0;-50;-250;0;0;0;0;0;0;0;0;0;-50
Subj_158;0;0;0;0;-1250;0;0;0;-50;0;0;0;0;0;-350;-200;0;-50;-50;0;0;0;0;0;0;0;0;-1250;0;0;0;0;0;0;0;0;0;-1250;0;0;0;0;0;0;0;0;0;-50;0;0;0;0;-1250;0;0;0;0;0;0;0;0;0;0;0;0;-1250;0;0;0;-1250;0;0;0;0;0;0;-300;-250;0;0;-250;0;0;0;0;-1250;0;0;0;0;0;0;0;0;-1250;0;0;0;0;0
Subj_159;0;0;-150;0;0;0;0;0;0;0;0;-1250;0;0;0;0;0;-250;-50;0;0;0;0;0;0;-300;0;-250;0;0;0;0;0;0;0;0;0;0;0;0;0;-50;-1250;0;-200;0;0;0;0;0;-50;0;0;-50;0;0;-350;0;0;-50;0;-250;-250;0;0;-1250;0;-150;-50;0;0;-200;-50;0;0;0;0;0;0;0;-50;0;0;0;0;0;-250;0;0;0;0;0;0;-300;0;0;0;0;0;0
Subj_160;-50;0;0;-300;-250;0;0;-1250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-250;0;0;0;0;0;0;0;-1250;-150;0;0;0;-200;-250;0;0;-350;0;0;0;-150;-200;-250;0;-300;0;0;0;0;0;0;0;0;0;0;0;0;0;-1250;0;0;0;0;0;-1250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-250;0;0;0;0;0;-1250;-350;0;0;0;-150;0
Subj_161;0;0;0;-1250;0;0;0;-50;0;0;0;0;0;-200;0;-50;0;0;0;0;0;-250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1250;-250;0;0;-300;0;0;0;0;0;0;0;-50;0;0;0;-1250;0;0;-250;-50;-250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1250;0;0;-250;0;0;0;0;0
Subj_162;0;-300;0;0;0;0;0;0;0;0;0;0;0;-50;-250;-1250;0;0;0;0;0;-250;-50;0;-50;0;0;0;0;-350;0;-150;-1250;-50;0;0;0;0;0;0;0;-250;0;0;0;0;0;0;0;0;-250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-250;0;0;0;0;-250;0;0;0;0;0;-250;0;0;0;0;0;0;0;0;0;0;0;0;-250;0;0;0;0;0;0;0;0;0
